SKU,Merchant Item ID,Product Name,Description,Short Description,Status,Stock,Tax Rate,Regular Price,Sale Price,Weight (Kgs),Brand,Category,Sub Category Lvl 1,Sub Category Lvl 2,Sub Category Lvl 3,Sub Category Lvl 4,Sub Category Lvl 5,Sub Category Lvl 6,Images,Features 1,Features 2,Features 3,Features 4
352,352,Hard Top Deep Freezer,,,Publish,10,0,,0,0,Johar Traders,Refrigeration Machines,Hot & Cold Beverage Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/U666RBX97B-20200130-051606.jpg,,,,
353,353,Hard Top Deep Freezer 300ltr,,,Publish,10,0,,0,0,Johar Traders,Refrigeration Machines,Hot & Cold Beverage Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/NJBFOVQK5A-20200130-051740.jpg,,,,
354,354,Hard Top Deep Freezer 800ltr 3 Door,,,Publish,10,0,,0,0,Johar Traders,Refrigeration Machines,Hot & Cold Beverage Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/5BHWIPY9U4-20200130-052035.jpg,,,,
355,355,Hard Top SS Deep Freezer 500ltr 3 Door,,,Publish,10,0,,0,0,Johar Traders,Refrigeration Machines,Hot & Cold Beverage Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/6C5J1EM8IO-20200130-052141.jpg,,,,
356,356,Glass Top Deep Freezer 500ltr,,,Publish,10,0,,0,0,Johar Traders,Refrigeration Machines,Hot & Cold Beverage Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/AMU8GFVJN3-20200130-052437.jpg,,,,
357,357,Glass Top Ice Cream Freezer Bend Glass,,,Publish,10,0,,0,0,Johar Traders,Refrigeration Machines,Hot & Cold Beverage Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/TVAHQMVRCM-20200130-052525.jpg,,,,
358,358,Freezer On Wheel Cart Type,,,Publish,10,0,,0,0,Johar Traders,Refrigeration Machines,Hot & Cold Beverage Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/7BGQHW8NK9-20200130-052629.jpg,,,,
359,359,Convertible Freezer & Cooler,,,Publish,10,0,,0,0,Johar Traders,Refrigeration Machines,Hot & Cold Beverage Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/EWHNS8L8SH-20200130-052718.jpg,,,,
360,360,Back Bar Refrigerator 2 Door,,,Publish,10,0,,0,0,Johar Traders,Refrigeration Machines,Hot & Cold Beverage Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/MFWEEY4IL7-20200130-052859.jpg,,,,
361,361,Back Bar Refrigerator 3 Door,,,Publish,10,0,,0,0,Johar Traders,Refrigeration Machines,Hot & Cold Beverage Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/9LQDMFKKCR-20200130-052955.jpg,,,,
362,362,Mango Shaker Motorised,,,Publish,10,0,,0,0,Johar Traders,Fruit Juice Machine,Juicer Machines,Hot & Cold Beverage Equipments,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/EDBLZSFZ9F-20200406-131143.jpg,,,,
363,363,Slush Machine 3 Jar,,,Publish,10,0,,0,0,Johar Traders,Juice Dispenser,Juicer Machines,Hot & Cold Beverage Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/VJLBW4GAAJ-20200406-134658.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Slush-Machine-3jar-SACO-PRO-1.jpg",,,,
364,364,Sugar Cane Machine Motorised Table Model,,,Publish,10,0,,0,0,Johar Traders,Sugar Cane Juicer Machines,Juicer Machines,Hot & Cold Beverage Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/977PBGGK11-20200402-141636.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/TW54Z82XBR-20190127-075919.jpg",,,,
365,365,Sugar Cane Machine Manual,,,Publish,10,0,,0,0,Johar Traders,Sugar Cane Juicer Machines,Juicer Machines,Hot & Cold Beverage Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/A88591J954-20200402-141605.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/1W5UPEBLXR-20200406-041002.jpg",,,,
366,366,Sugar Cane Machine Manual Heavy,,,Publish,10,0,,0,0,Johar Traders,Sugar Cane Juicer Machines,Juicer Machines,Hot & Cold Beverage Equipments,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/S9G6FDBBF9-20190127-075657.jpg,,,,
367,367,Visi Cooler 500ltr,,,Publish,10,0,,0,0,Johar Traders,Refrigeration Machines,Hot & Cold Beverage Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/DKKT3FN7S6-20200111-050304.jpg,,,,
368,368,Visi Cooler 200ltr,,,Publish,10,0,,0,0,Johar Traders,Refrigeration Machines,Hot & Cold Beverage Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/GGS9C3RRC5-20200111-051720.jpg,,,,
369,369,Visi Cooler 1100ltr,,,Publish,10,0,,0,0,Johar Traders,Refrigeration Machines,Hot & Cold Beverage Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/MSFF8KK8GB-20200111-051858.jpg,,,,
370,370,Visi Cooler 1800ltr,,,Publish,10,0,,0,0,Johar Traders,Refrigeration Machines,Hot & Cold Beverage Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/W6V7TJKHMJ-20200111-052005.jpg,,,,
371,371,Visi Cooler 700ltr,,,Publish,10,0,,0,0,Johar Traders,Refrigeration Machines,Hot & Cold Beverage Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/5QTTSTC84J-20200111-052131.jpg,,,,
372,372,Visi Cooler 1500ltr,,,Publish,10,0,,0,0,Johar Traders,Refrigeration Machines,Hot & Cold Beverage Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/ERFT9KLLYB-20200111-052316.jpg,,,,
373,373,Pastry Cabinet,,,Publish,10,0,,0,0,Johar Traders,Refrigeration Machines,Hot & Cold Beverage Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/28DNSENW63-20200117-064257.jpg,,,,
374,374,Ice Cube Machine,,,Publish,10,0,,0,0,Johar Traders,Refrigeration Machines,Hot & Cold Beverage Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/QXRZ7MA9CV-20200117-064828.jpg,,,,
375,375,SS Under Counter Refrigeration,,,Publish,10,0,,0,0,Johar Traders,Refrigeration Machines,Hot & Cold Beverage Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/JICU838IP3-20200121-062147.jpg,,,,
376,376,SS Under Counter Refrigeration with Bain Marie,,,Publish,10,0,,0,0,Johar Traders,Refrigeration Machines,Hot & Cold Beverage Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/OE11Z3DH99-20200121-062431.jpg,,,,
377,377,Sugar Cane Juicer SS Motorised,,,Publish,10,0,,0,0,Johar Traders,Sugar Cane Juicer Machines,Juicer Machines,Hot & Cold Beverage Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/TPOXN7IHZP-20201109-114559.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/A3PXZDK4SW-20200203-024124.jpg",,,,
378,378,Sugar Cane Machine Indian SS,,,Publish,10,0,,0,0,Johar Traders,Sugar Cane Juicer Machines,Juicer Machines,Hot & Cold Beverage Equipments,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/39HZRCAQTN-20200204-054820.jpg,,,,
379,379,Sugar Cane 3 Roller Indian Motorised,,,Publish,10,0,,0,0,Johar Traders,Sugar Cane Juicer Machines,Juicer Machines,Hot & Cold Beverage Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/NSJEEXY7YX-20200406-052252.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/3XUKJX9G3T-20200406-052258.jpg",,,,
380,380,Sugar Cane 3 Roller Indian Heavy,,,Publish,10,0,,0,0,Johar Traders,Sugar Cane Juicer Machines,Juicer Machines,Hot & Cold Beverage Equipments,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/H6ITG2EH9W-20200406-131513.jpg,,,,
381,381,Portable Box Type Sugar Cane Machine SS,,,Publish,10,0,,0,0,Johar Traders,Sugar Cane Juicer Machines,Juicer Machines,Hot & Cold Beverage Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/9J5MNXTETV-20210524-061613.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/HL3FOOTQV3-20210524-061618.jpg",,,,
382,382,Undercounter Fridge WorkTable with Shelf,,,Publish,10,0,,0,0,Johar Traders,Refrigeration Machines,Hot & Cold Beverage Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/AR234ZV9SN-20200501-132241.jpg,,,,
383,383,2 SS Roller Sugarcane Machine Local,,,Publish,10,0,,0,0,Johar Traders,Sugar Cane Juicer Machines,Juicer Machines,Hot & Cold Beverage Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/ZXN8OSITZU-20210524-062226.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/F12BUJE7VT-20210524-062243.jpg",,,,
384,384,Semi Auto Chapatti Making Machine,"<div class=""table-responsive"">
 <table class=""table""><colgroup> <col class=""col-xs-1"" /> <col class=""col-xs-7"" /> </colgroup>
 <tbody>
 <tr>
 <td width=""46%"">Minimum Order Quantity</td>
 <td width=""54%"">1 NOS</td>
 </tr>
 <tr>
 <td>Automation Grade</td>
 <td>Semi-Automatic, Manual</td>
 </tr>
 <tr>
 <td>Thickness Of Chapatti</td>
 <td>1 mm, 1.5 mm, 2 mm</td>
 </tr>
 <tr>
 <td>LPG Consumption</td>
 <td>1/2 kg/ hr</td>
 </tr>
 <tr>
 <td>Type</td>
 <td>Electric, Gaseous</td>
 </tr>
 <tr>
 <td>Chapati Size</td>
 <td>3-4"", 4-5"", 5-6"", 6-7""</td>
 </tr>
 <tr>
 <td>Brand</td>
 <td>ROTIMATION</td>
 </tr>
 <tr>
 <td>Material</td>
 <td>SS 304</td>
 </tr>
 <tr>
 <td>Capacity</td>
 <td></td>
 </tr>
 <tr>
 <td>Color</td>
 <td>SILVER</td>
 </tr>
 <tr>
 <td>Machine Weight</td>
 <td>50KGS</td>
 </tr>
 <tr>
 <td>Is It Portable</td>
 <td>Portable</td>
 </tr>
 </tbody>
 </table>
 </div>
 <p>Portable chappati / roti making machine , ideal for restaurant , hotels, caterers, tiffin centre, food court , both LPG and electric operated , full SS 304 machine , india first of its own kind compact chapati making machine</p>
 <h3>Additional Information :</h3>
 <ul>
 <li>Production Capacity: 120-150 Piece /hr</li>
 <li>Delivery Time: ready stock</li>
 <li>Packaging Details: wooden box</li>
 </ul>",,Publish,10,0,,0,0,Johar Traders,Chapatti Making Machine,Hotel & Catering Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/RWLLTCVDHA-20190127-045510.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/25SBRH9SN6-20190107-053136.jpg",,,,
385,385,Rotary Chapatti Making Machine,,,Publish,10,0,,0,0,Johar Traders,Chapatti Making Machine,Hotel & Catering Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/88OQKVP1OC-20190127-044519.png,,,,
386,386,Gravy SS Machine,,,Publish,10,0,,0,0,Johar Traders,Gravy Machine,Hotel & Catering Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/T6PFU4RK9W-20200102-231856.png,,,,
387,387,Semi Auto Chapati Press Machine,,,Publish,10,0,,0,0,Johar Traders,Chapatti Making Machine,Hotel & Catering Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/F6H5DZBAZL-20200102-233533.jpg,,,,
388,388,Semi Auto Chapati Auto Press Machine,,,Publish,10,0,,0,0,Johar Traders,Chapatti Making Machine,Hotel & Catering Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/FEZTTNEULR-20200102-233627.jpg,,,,
389,389,Semi Auto Chapati Auto Press Double Burner Machine,,,Publish,10,0,,0,0,Johar Traders,Chapatti Making Machine,Hotel & Catering Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/JXI31SAAXR-20200102-233727.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/WhatsApp-Image-2023-08-13-at-3.56.42-PM.jpg",,,,
390,390,Semi Auto Chapati Auto Press Four Burner Machine,,,Publish,10,0,,0,0,Johar Traders,Chapatti Making Machine,Hotel & Catering Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/E33AYUSP72-20200102-233907.jpg,,,,
391,391,Chilli Cutter,,,Publish,10,0,,0,0,Johar Traders,Vegetable Cutter,Hotel & Catering Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/36OWCM9MBL-20200130-072026.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Chilli-Cutter-1.png",,,,
392,392,Bowl Chopper Machine,,,Publish,10,0,,0,0,Johar Traders,Vegetable Cutter,Hotel & Catering Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/4EAC98YPNV-20200130-072514.jpg,,,,
393,393,Onion Slicer Machine,,,Publish,10,0,,0,0,Johar Traders,Vegetable Cutter,Hotel & Catering Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/CVXEV5RPZD-20200204-053303.jpg,,,,
394,394,Sugarcane Juice Machine,,,Publish,10,0,,0,0,Johar Traders,Sugar Cane Juicer Machines,Juicer Machines,Hot & Cold Beverage Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/MNBHKLBQSV-20200309-081539.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/5C2IF63EUX-20200309-081559.jpg",,,,
395,395,Finger Chips Cutter Manual,,,Publish,10,0,,0,0,Johar Traders,Vegetable Cutter,Hotel & Catering Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/QWA3JM27W9-20230515-101257.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/JTDM77B1ZQ-20230515-101308.jpg",,,,
396,396,All Model Roti / Chapatti Machines,,,Publish,10,0,,0,0,Johar Traders,Chapatti Making Machine,Hotel & Catering Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/YKMJPQ276Y-20200502-050454.JPG,https://www.johartraders.in/wp-content/uploads/2023/08/8FTFIDEHWS-20200502-050502.JPG",,,,
397,397,Automatic Roti Machine Round Heavy,,,Publish,10,0,,0,0,Johar Traders,Chapatti Making Machine,Hotel & Catering Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/3MW1MQWDO4-20200821-044711.jpg,,,,
398,398,Semi Auto Roti Machine with Bhatti set,,,Publish,10,0,,0,0,Johar Traders,Chapatti Making Machine,Hotel & Catering Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/H1JJAHV2TK-20200821-044830.jpg,,,,
399,399,Automatic Roti Machine Conveyor Type,,,Publish,10,0,,0,0,Johar Traders,Chapatti Making Machine,Hotel & Catering Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/W3JKOWZK71-20200821-044908.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Conveyor-roti-Machine-1.jpeg",,,,
400,400,Automatic Roti Machine Round,,,Publish,10,0,,0,0,Johar Traders,Chapatti Making Machine,Hotel & Catering Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/6A5G9X35KU-20200821-044944.jpg,,,,
401,401,Portable Chopper Machine,,,Publish,10,0,,0,0,Johar Traders,Vegetable Cutter,Hotel & Catering Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/EKY4JO5O1A-20201108-035559.jpg,,,,
402,402,Shoe Polishing Machine,,,Publish,10,0,,0,0,Johar Traders,Shoe Polish Machine,Hotel & Catering Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/BMIZG61QXQ-20201109-113604.jpg,,,,
403,403,Vegetable Cutting Machine,"<div class=""table-responsive"">
 <table class=""table""><colgroup> <col class=""col-xs-1"" /> <col class=""col-xs-7"" /> </colgroup>
 <tbody>
 <tr>
 <td>Minimum Order Quantity</td>
 <td>1 Unit</td>
 </tr>
 <tr>
 <td>Automation Grade</td>
 <td>Automatic, Semi-Automatic</td>
 </tr>
 <tr>
 <td>Cutting Capacity</td>
 <td>200-400 kg/hr,</td>
 </tr>
 <tr>
 <td>Max Cutting length</td>
 <td>1-20 mm, 30-40 mm, 20-30 mm, 40-50 mm</td>
 </tr>
 <tr>
 <td>Max Cutting Thickness</td>
 <td>2-4 mm, 6-8 mm, 0-2 mm, 4-6 mm</td>
 </tr>
 <tr>
 <td>Cutting Method</td>
 <td>Shred, Slice, Dice, Mince</td>
 </tr>
 <tr>
 <td>Blade Sizes</td>
 <td>7"" and 12""</td>
 </tr>
 <tr>
 <td>Brand</td>
 <td>SACO PRO</td>
 </tr>
 <tr>
 <td>Weight(kilogram)</td>
 <td>30kgs</td>
 </tr>
 <tr>
 <td>Warranty</td>
 <td>12months</td>
 </tr>
 <tr>
 <td>Material</td>
 <td>stainless steel</td>
 </tr>
 <tr>
 <td>Voltage (V)</td>
 <td>220v</td>
 </tr>
 </tbody>
 </table>
 </div>
 <p>Banking to our year's of experience, we have come up with a wide variety of Vegetable Slicer Machine for our esteemed customers. The offered machines are manufactured by keeping in mind the established industry standards, utilizing premium quality materials and sophisticated technology. Due to their cost-effectiveness and easy installation, these machines are highly acknowledged among clients. These products are offered at the most affordable prices to the clients.</p>
 <h3>Features :</h3>
 <ul>
 <li>Robust structure</li>
 <li>Hassle-free installation</li>
 <li>Efficient functioning</li>
 </ul>",,Publish,10,0,,0,0,Johar Traders,Vegetable Cutter,Hotel & Catering Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/MY7ACRSIDD-20200823-070142.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/VQ6F2WGZKU-20190107-054014.jpg",,,,
404,404,Industrial Mixie 5ltr,,,Publish,10,0,,0,0,Johar Traders,Mixie Machine,Wet Grinder Machines,Hotel & Catering Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/R1EPHXV58N-20190615-024905.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Mixie-industrial-5ltr-.jpg",,,,
405,405,Industrial Mixie 10ltr,,,Publish,10,0,,0,0,Johar Traders,Mixie Machine,Wet Grinder Machines,Hotel & Catering Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/MK3M1RI266-20190615-024946.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Mixie-Industrial-3hp-Tilting.jpg",,,,
406,406,Immersion Blender Commercial,,,Publish,10,0,,0,0,Johar Traders,Gravy Machines,Wet Grinder Machines,Hotel & Catering Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/O3U5TOHWLI-20190615-025150.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/EZSHN77MDC-20190615-025216.jpg",,,,
407,407,Chattni Machine,,,Publish,10,0,,0,0,Johar Traders,Gravy Machines,Wet Grinder Machines,Hotel & Catering Machines,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/94Y9SOAG3M-20190615-025239.jpg,,,,
408,408,Gravy Machines,,,Publish,10,0,,0,0,Johar Traders,Gravy Machines,Wet Grinder Machines,Hotel & Catering Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/8EVH235VL1-20200404-054600.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/7Q52YVX81K-20200404-054641.jpg",,,,
409,409,Kaju / Masala Grinder,,,Publish,10,0,,0,0,Johar Traders,Kaju Grinder,Wet Grinder Machines,Hotel & Catering Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/EF2OTL6CJB-20200820-065612.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/2CGTMM1JAW-20190615-025515.jpg",,,,
410,410,Kalsi Kaju / Masala Grinder,,,Publish,10,0,,0,0,Johar Traders,Kaju Grinder,Wet Grinder Machines,Hotel & Catering Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/BD1J74L2AD-20201108-035219.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/ULY88LFGDD-20190615-025631.jpg",,,,
411,411,Coconut Scrapper Machine,,,Publish,10,0,,0,0,Johar Traders,Coconut Scrapper Machine,Wet Grinder Machines,Hotel & Catering Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/63SHHJXZFC-20190615-031308.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Coconut-Scrapper-Machine-.jpg",,,,
412,412,Instant Wet Grinder Machine,,,Publish,10,0,,0,0,Johar Traders,Stone Grinder,Wet Grinder Machines,Hotel & Catering Machines,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/ITNCDP3UMM-20190615-031401.jpg,,,,
413,413,Potato Peeler Machine,,,Publish,10,0,,0,0,Johar Traders,Potato Peelers,Hotel & Catering Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/8EC69VN8TQ-20200820-064937.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/IVNDYR1R54-20201108-044644.jpg",,,,
414,414,Commercial Mixie Machines,,,Publish,10,0,,0,0,Johar Traders,Mixie Machine,Wet Grinder Machines,Hotel & Catering Machines,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/GGLLK58M2L-20200309-025638.jpg,,,,
415,415,Vegetable Cutter Machine 2Hp,,,Publish,10,0,,0,0,Johar Traders,Vegetable Cutter,Hotel & Catering Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/T6ZAV5HLWH-20200404-054444.jpg,https://www.johartraders.in/wp-content/uploads/2024/03/Veg-Cutter-Machine-1-.jpg",,,,
416,416,Heavy Duty Mixer Grinder,,,Publish,10,0,,0,0,Johar Traders,Mixie Machine,Wet Grinder Machines,Hotel & Catering Machines,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/MMQLOOG74D-20200404-054826.jpg,,,,
417,417,Fruit Miller Machine,,,Publish,10,0,,0,0,Johar Traders,Gravy Machines,Wet Grinder Machines,Hotel & Catering Machines,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/1SLW1YB7WW-20200502-045252.jpg,,,,
418,418,Potato Peeler Aluminium Body,,,Publish,10,0,,0,0,Johar Traders,Potato Peelers,Hotel & Catering Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/QHG8DI3GFI-20200820-062708.jpg,,,,
419,419,Vegetable Cutter Table Top,,,Publish,10,0,,0,0,Johar Traders,Vegetable Cutter,Hotel & Catering Machines,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/41DT44L5RR-20200820-065526.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/O8KADQABAO-20200823-070010.jpg",,,,
420,420,"Kaju /Daal 6"" Grinder Coupling Machine",,,Publish,10,0,,0,0,Johar Traders,Kaju Grinder,Wet Grinder Machines,Hotel & Catering Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/XRGEVAEBQP-20200822-140019.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/54RHA7JL9R-20200822-140008.jpg",,,,
421,421,"Kaju /Daal 7"" Grinder Machine",,,Publish,10,0,,0,0,Johar Traders,Kaju Grinder,Wet Grinder Machines,Hotel & Catering Machines,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/J6XGSYNHZL-20200822-140856.jpg,,,,
422,422,Tutti Frutti Cutter Machine Big,,,Publish,10,0,,0,0,Johar Traders,Vegetable Cutter,Hotel & Catering Machines,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/D4CSOBAI9Z-20200823-124206.jpg,,,,
423,423,Bain Marie 3 Container Table Top,,,Publish,10,0,,0,0,Johar Traders,Bain Marie Equipments,Kitchen Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/1IJIVQ8KQ7-20190406-075539.png,,,,
424,424,Bain Marie 4 Container Table Top,,,Publish,10,0,,0,0,Johar Traders,Bain Marie Equipments,Kitchen Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/LQTDU2OXJO-20190406-075755.png,,,,
425,425,Bain Marie 6 Container Table Top,,,Publish,10,0,,0,0,Johar Traders,Bain Marie Equipments,Kitchen Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/Y12L45LOA2-20190406-080011.jpg,,,,
426,426,Wet Grinder Regular,,,Publish,10,0,,0,0,Johar Traders,Stone Grinder,Wet Grinder Machines,Hotel & Catering Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/SN46CW8BW3-20201109-115422.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/IZ3LFYLPGT-20190615-024626.jpg",,,,
427,427,Wet Grinder Regular Small,,,Publish,10,0,,0,0,Johar Traders,Stone Grinder,Wet Grinder Machines,Hotel & Catering Machines,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/69C9JT3AYP-20190615-024817.jpg,,,,
428,428,Wet Grinder Domestic 2ltr,,,Publish,10,0,,0,0,Johar Traders,Stone Grinder,Wet Grinder Machines,Hotel & Catering Machines,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/E3BKQA7GT7-20190615-025024.jpg,,,,
429,429,Wet Grinder Domestic 2ltr Tilting,,,Publish,10,0,,0,0,Johar Traders,Stone Grinder,Wet Grinder Machines,Hotel & Catering Machines,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/VXZAOQLK8X-20190615-025059.jpg,,,,
430,430,Tilting Wet Grinder Commercial,,,Publish,10,0,,0,0,Johar Traders,Stone Grinder,Wet Grinder Machines,Hotel & Catering Machines,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/QRZG9VT56T-20210529-050741.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/OLVV6USB3A-20210529-050755.jpg",,,,
431,431,Dhokla/ Idly Steam Box,,,Publish,10,0,,0,0,Johar Traders,Dhokla Steamer,Steam Equipments,Kitchen Equipments,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/A9VEPY42HU-20200502-041506.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/1XZ5Y44YNE-20191214-024300.jpg",,,,
432,432,Bain Marie 20ltr SS Body 5containers,,,Publish,10,0,,0,0,Johar Traders,Bain Marie Equipments,Kitchen Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/779G34F822-20200402-104348.jpg,,,,
433,433,Bain Marie 10ltr 4 Container Full Cover,,,Publish,10,0,,0,0,Johar Traders,Bain Marie Equipments,Kitchen Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/CBKP6F5G7Y-20200402-141831.jpg,,,,
434,434,Bain Marie 3 Side Covering,,,Publish,10,0,,0,0,Johar Traders,Bain Marie Equipments,Kitchen Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/3D6J6NLXOK-20200502-035728.jpg,,,,
435,435,Bain Marie with overhead shelf and 3 side Covering,,,Publish,10,0,,0,0,Johar Traders,Bain Marie Equipments,Kitchen Equipments,,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/31HB6VIMFM-20200502-040111.jpg,,,,
436,436,Sujata Commercial Mixie,,,Publish,10,0,,0,0,Johar Traders,Mixie Machine,Wet Grinder Machines,Hotel & Catering Machines,,,,,https://www.johartraders.in/wp-content/uploads/2023/08/C8LBGXOJ4K-20200502-040923.jpg,,,,
437,437,Bain Marie 4 Container Half Covering,,,Publish,10,0,,0,0,Johar Traders,Bain Marie Equipments,Kitchen Equipments,,,,,,"https://www.johartraders.in/wp-content/uploads/2023/08/G5W24B3R31-20200822-131347.jpg,https://www.johartraders.in/wp-content/uploads/2023/08/S9ONLVIRGL-20200822-131358.jpg",,,,
